1000000.00,4070.00,3850.00,3850.00,3670.00,4490.00,4250.00,4450.00,3800.00,4050.00,3390.00,4140.00,3880.00,4060.00,5140.00,3470.00,4180.00,4080.00,2790.00
4070.00,1000000.00,279.00,1000000.00,1000000.00,1000000.00,186.00,385.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
3850.00,279.00,1000000.00,247.00,1000000.00,684.00,423.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,529.00,1000000.00,1000000.00
3850.00,1000000.00,247.00,1000000.00,230.00,805.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1270.00
3670.00,1000000.00,1000000.00,230.00,1000000.00,896.00,1000000.00,1000000.00,1000000.00,712.00,279.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
4490.00,1000000.00,684.00,805.00,896.00,1000000.00,452.00,1000000.00,827.00,526.00,1000000.00,1000000.00,1000000.00,954.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
4250.00,186.00,423.00,1000000.00,1000000.00,452.00,1000000.00,220.00,930.00,1000000.00,1000000.00,162.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
4450.00,385.00,1000000.00,1000000.00,1000000.00,1000000.00,220.00,1000000.00,1120.00,1000000.00,1060.00,1000000.00,1000000.00,544.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
3800.00,1000000.00,1000000.00,1000000.00,1000000.00,827.00,930.00,1120.00,1000000.00,301.00,1000000.00,771.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
4050.00,1000000.00,1000000.00,1000000.00,712.00,526.00,1000000.00,1000000.00,301.00,1000000.00,922.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
3390.00,1000000.00,1000000.00,1000000.00,279.00,1000000.00,1000000.00,1060.00,1000000.00,922.00,1000000.00,1000000.00,1000000.00,770.00,1780.00,1000000.00,1000000.00,1000000.00,1000000.00
4140.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,162.00,1000000.00,771.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,775.00,1000000.00,1000000.00,1000000.00
3880.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,475.00,395.00,1000000.00,1000000.00
4060.00,1000000.00,1000000.00,1000000.00,1000000.00,954.00,1000000.00,544.00,1000000.00,1000000.00,770.00,1000000.00,1000000.00,1000000.00,1330.00,1000000.00,217.00,708.00,1000000.00
5140.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1780.00,1000000.00,1000000.00,1330.00,1000000.00,1000000.00,1000000.00,1000000.00,2600.00
3470.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,775.00,475.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
4180.00,1000000.00,529.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,395.00,217.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
4080.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,708.00,1000000.00,1000000.00,1000000.00,1000000.00,1640.00
2790.00,1000000.00,1000000.00,1270.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,2600.00,1000000.00,1000000.00,1640.00,1000000.00